OrderID,OrderDate,Category,Region,Supplier,Warehouse,ShipMode,UnitsOrdered,UnitCost,LeadTimeDays,UnitPrice,UnitsShipped,BackorderUnits,ReorderPoint,ShippingDays,Revenue,COGS,Profit,StockoutFlag,OnTimeFlag,OrderMonth
1000381,2024-06-24,Office Supplies,South,Supplier E,WH-South,Express,21,357.69,6,488.63,18,3,63,5,8795.34,6438.42,2356.92,1,1,2024-06
1001579,2024-06-24,Electronics,West,Supplier C,WH-West,Express,3,272.37,12,409.73,3,0,14,12,1229.19,817.11,412.08,0,0,2024-06
1004374,2024-06-24,Office Supplies,East,Supplier B,WH-West,Standard,1,74.86,9,104.41,1,0,51,11,104.41,74.86,29.55,0,1,2024-06
1003035,2024-06-24,Health & Beauty,North,Supplier A,WH-East,Standard,14,355.76,9,526.22,12,2,49,10,6314.64,4269.12,2045.52,1,1,2024-06
1000729,2024-06-25,Health & Beauty,West,Supplier A,WH-North,Standard,17,237.41,17,276.79,15,2,51,15,4151.85,3561.15,590.7,1,0,2024-06
1002877,2024-06-25,Apparel,South,Supplier C,WH-North,Express,4,56.19,16,93.03,4,0,73,16,372.12,224.76,147.36,0,0,2024-06
1003685,2024-06-25,Apparel,South,Supplier B,WH-East,Standard,19,199.66,5,334.43,19,0,41,6,6354.17,3793.54,2560.63,0,1,2024-06
1000561,2024-06-25,Home & Kitchen,South,Supplier D,WH-South,Same Day,23,30.86,15,46.67,21,2,27,15,980.07,648.06,332.01,1,0,2024-06
1004512,2024-06-25,Home & Kitchen,South,Supplier E,WH-East,Standard,12,288.04,10,444.05,12,0,42,11,5328.6,3456.48,1872.12,0,1,2024-06
1005236,2024-06-25,Office Supplies,North,Supplier D,WH-North,Standard,16,183.17,5,279.23,14,2,36,6,3909.22,2564.38,1344.84,1,1,2024-06
1001170,2024-06-25,Office Supplies,South,Supplier D,WH-East,Standard,21,290.48,6,364.67,21,0,49,7,7658.07,6100.08,1557.99,0,1,2024-06
1005105,2024-06-25,Office Supplies,South,Supplier D,WH-East,Express,23,112.93,16,143.68,21,2,60,16,3017.28,2371.53,645.75,1,0,2024-06
1002860,2024-06-26,Office Supplies,North,Supplier D,WH-North,Express,14,221.25,13,340.67,14,0,35,14,4769.38,3097.5,1671.88,0,0,2024-06
1003639,2024-06-26,Apparel,West,Supplier C,WH-North,Express,23,59.1,6,90.83,19,4,57,6,1725.77,1122.9,602.87,1,0,2024-06
1002003,2024-06-26,Health & Beauty,West,Supplier D,WH-East,Express,5,395.15,8,486.04,1,4,29,10,486.04,395.15,90.89,1,0,2024-06
1001225,2024-06-26,Office Supplies,North,Supplier A,WH-North,Standard,8,85.01,11,103.31,8,0,49,13,826.48,680.08,146.4,0,0,2024-06
1002935,2024-06-26,Home & Kitchen,East,Supplier D,WH-North,Express,1,443.57,5,537.11,1,0,33,4,537.11,443.57,93.54,0,1,2024-06
1000702,2024-06-26,Electronics,West,Supplier D,WH-South,Standard,15,265.32,8,328.85,15,0,60,8,4932.75,3979.8,952.95,0,1,2024-06
1004753,2024-06-26,Office Supplies,South,Supplier E,WH-West,Express,4,236.87,8,378.72,4,0,79,7,1514.88,947.48,567.4,0,0,2024-06
1001162,2024-06-27,Office Supplies,West,Supplier D,WH-South,Standard,2,282.47,3,416.85,2,0,46,2,833.7,564.94,268.76,0,1,2024-06
1001056,2024-06-27,Home & Kitchen,North,Supplier B,WH-North,Express,10,307.26,2,385.76,9,1,43,3,3471.84,2765.34,706.5,1,1,2024-06
1003183,2024-06-27,Apparel,West,Supplier E,WH-North,Express,16,169.65,13,289.54,16,0,23,11,4632.64,2714.4,1918.24,0,0,2024-06
1004949,2024-06-27,Electronics,North,Supplier E,WH-West,Standard,18,172.32,11,292.3,14,4,34,11,4092.2,2412.48,1679.72,1,1,2024-06
1004237,2024-06-27,Office Supplies,East,Supplier A,WH-North,Standard,9,304.49,2,476.95,9,0,76,2,4292.55,2740.41,1552.14,0,1,2024-06
1005624,2024-06-28,Electronics,South,Supplier E,WH-West,Same Day,10,426.78,2,610.72,8,2,74,1,4885.76,3414.24,1471.52,1,1,2024-06
1000484,2024-06-28,Office Supplies,North,Supplier C,WH-North,Standard,4,289.2,9,466.84,4,0,65,11,1867.36,1156.8,710.56,0,1,2024-06
1001166,2024-06-28,Apparel,South,Supplier C,WH-North,Express,4,193.38,7,309.77,4,0,68,8,1239.08,773.52,465.56,0,0,2024-06
1005165,2024-06-28,Electronics,East,Supplier A,WH-West,Same Day,3,327.53,6,530.29,3,0,56,4,1590.87,982.59,608.28,0,0,2024-06
1005339,2024-06-28,Electronics,East,Supplier A,WH-North,Standard,16,275.21,6,392.65,15,1,61,7,5889.75,4128.15,1761.6,1,1,2024-06
1002318,2024-06-28,Health & Beauty,West,Supplier A,WH-East,Standard,24,355.06,15,426.67,22,2,46,14,9386.74,7811.32,1575.42,1,0,2024-06
1004091,2024-06-29,Apparel,South,Supplier C,WH-South,Standard,6,431.55,5,725.37,5,1,33,6,3626.85,2157.75,1469.1,1,1,2024-06
1005689,2024-06-29,Home & Kitchen,North,Supplier E,WH-South,Standard,8,148.53,8,232.61,7,1,49,10,1628.27,1039.71,588.56,1,1,2024-06
1005031,2024-06-29,Apparel,West,Supplier E,WH-North,Standard,3,196.88,7,323.61,3,0,66,7,970.83,590.64,380.19,0,1,2024-06
1000355,2024-06-29,Health & Beauty,East,Supplier E,WH-East,Express,20,194.13,7,328.4,16,4,13,5,5254.4,3106.08,2148.32,1,1,2024-06
1004943,2024-06-29,Apparel,East,Supplier C,WH-North,Standard,21,247.75,8,310.22,19,2,40,8,5894.18,4707.25,1186.93,1,1,2024-06
1005715,2024-06-29,Office Supplies,East,Supplier E,WH-West,Same Day,20,437.42,16,570.82,20,0,64,15,11416.4,8748.4,2668.0,0,0,2024-06
1004085,2024-06-29,Electronics,West,Supplier B,WH-North,Standard,9,84.47,5,112.83,9,0,69,5,1015.47,760.23,255.24,0,1,2024-06
1005731,2024-06-30,Apparel,North,Supplier D,WH-North,Standard,9,90.14,9,111.56,9,0,13,7,1004.04,811.26,192.78,0,1,2024-06
1001137,2024-06-30,Electronics,North,Supplier B,WH-West,Standard,5,150.56,16,253.36,5,0,29,17,1266.8,752.8,514.0,0,0,2024-06
1000632,2024-06-30,Office Supplies,North,Supplier E,WH-East,Standard,5,366.41,17,631.16,4,1,26,15,2524.64,1465.64,1059.0,1,0,2024-06
1003776,2024-06-30,Electronics,East,Supplier D,WH-West,Express,2,310.45,15,525.93,1,1,21,13,525.93,310.45,215.48,1,0,2024-06
1002816,2024-06-30,Electronics,North,Supplier A,WH-North,Standard,22,307.33,16,531.15,21,1,27,15,11154.15,6453.93,4700.22,1,0,2024-06
1001250,2024-06-30,Home & Kitchen,South,Supplier C,WH-North,Standard,9,161.45,16,229.65,9,0,47,16,2066.85,1453.05,613.8,0,0,2024-06
1004807,2024-06-30,Home & Kitchen,North,Supplier E,WH-West,Standard,1,67.07,3,107.2,1,0,25,2,107.2,67.07,40.13,0,1,2024-06
1004893,2024-06-30,Electronics,East,Supplier A,WH-South,Standard,23,80.05,14,96.24,22,1,26,14,2117.28,1761.1,356.18,1,0,2024-06
1002796,2024-06-30,Home & Kitchen,East,Supplier E,WH-North,Express,8,244.88,10,426.67,8,0,45,11,3413.36,1959.04,1454.32,0,0,2024-06
1001163,2024-06-30,Apparel,West,Supplier E,WH-East,Same Day,8,158.06,17,237.63,8,0,64,18,1901.04,1264.48,636.56,0,0,2024-06
1003240,2024-07-01,Apparel,East,Supplier E,WH-East,Standard,9,411.9,15,719.66,8,1,24,17,5757.28,3295.2,2462.08,1,0,2024-07
1002583,2024-07-01,Home & Kitchen,North,Supplier A,WH-West,Standard,1,91.81,12,132.17,1,0,50,12,132.17,91.81,40.36,0,1,2024-07
1002443,2024-07-01,Home & Kitchen,South,Supplier E,WH-South,Standard,13,230.64,4,276.28,13,0,37,4,3591.64,2998.32,593.32,0,1,2024-07
1000818,2024-07-01,Home & Kitchen,West,Supplier E,WH-West,Standard,16,239.75,3,300.1,16,0,29,3,4801.6,3836.0,965.6,0,1,2024-07
1004188,2024-07-01,Office Supplies,North,Supplier A,WH-North,Same Day,20,133.33,9,176.81,18,2,36,9,3182.58,2399.94,782.64,1,0,2024-07
1002471,2024-07-01,Apparel,North,Supplier A,WH-East,Standard,8,116.08,12,139.17,6,2,70,14,835.02,696.48,138.54,1,0,2024-07
1005303,2024-07-01,Home & Kitchen,East,Supplier D,WH-South,Same Day,17,200.01,9,241.65,17,0,64,7,4108.05,3400.17,707.88,0,0,2024-07
1002744,2024-07-01,Electronics,West,Supplier E,WH-South,Standard,14,50.54,15,62.94,13,1,74,14,818.22,657.02,161.2,1,0,2024-07
1002742,2024-07-01,Home & Kitchen,North,Supplier D,WH-East,Same Day,17,248.06,8,383.08,16,1,66,10,6129.28,3968.96,2160.32,1,0,2024-07
1003626,2024-07-01,Office Supplies,South,Supplier E,WH-North,Standard,21,32.75,13,39.93,20,1,61,12,798.6,655.0,143.6,1,1,2024-07
1001453,2024-07-01,Electronics,East,Supplier D,WH-East,Express,21,406.43,8,470.88,20,1,67,6,9417.6,8128.6,1289.0,1,0,2024-07
1000231,2024-07-02,Office Supplies,South,Supplier E,WH-North,Express,1,417.38,16,701.82,1,0,31,16,701.82,417.38,284.44,0,0,2024-07
1005226,2024-07-02,Office Supplies,West,Supplier B,WH-East,Standard,20,74.57,13,125.43,20,0,37,11,2508.6,1491.4,1017.2,0,1,2024-07
1003480,2024-07-02,Health & Beauty,East,Supplier B,WH-South,Same Day,2,250.64,11,342.66,2,0,44,12,685.32,501.28,184.04,0,0,2024-07
1004921,2024-07-02,Home & Kitchen,East,Supplier C,WH-East,Standard,18,181.69,5,304.41,18,0,69,4,5479.38,3270.42,2208.96,0,1,2024-07
1005264,2024-07-02,Electronics,South,Supplier C,WH-West,Standard,18,56.21,10,88.16,16,2,20,11,1410.56,899.36,511.2,1,1,2024-07
1000805,2024-07-02,Electronics,South,Supplier E,WH-North,Same Day,12,101.03,6,174.11,11,1,76,7,1915.21,1111.33,803.88,1,0,2024-07
1005032,2024-07-02,Office Supplies,South,Supplier B,WH-South,Standard,14,199.73,16,298.25,14,0,35,18,4175.5,2796.22,1379.28,0,0,2024-07
1003601,2024-07-02,Home & Kitchen,North,Supplier A,WH-East,Express,1,270.18,3,452.39,1,0,31,4,452.39,270.18,182.21,0,1,2024-07
1002000,2024-07-02,Home & Kitchen,East,Supplier A,WH-South,Standard,22,392.74,5,574.23,20,2,35,4,11484.6,7854.8,3629.8,1,1,2024-07
1005097,2024-07-03,Electronics,West,Supplier D,WH-West,Express,23,368.1,14,547.33,23,0,24,14,12588.59,8466.3,4122.29,0,0,2024-07
1001997,2024-07-03,Office Supplies,East,Supplier E,WH-North,Standard,24,84.24,6,101.38,24,0,13,6,2433.12,2021.76,411.36,0,1,2024-07
1004660,2024-07-03,Office Supplies,South,Supplier B,WH-South,Express,20,324.42,3,504.57,18,2,40,2,9082.26,5839.56,3242.7,1,1,2024-07
1004468,2024-07-03,Apparel,West,Supplier B,WH-West,Express,19,205.58,11,320.58,17,2,39,9,5449.86,3494.86,1955.0,1,0,2024-07
1004121,2024-07-03,Office Supplies,West,Supplier E,WH-North,Standard,14,94.06,7,152.5,10,4,19,5,1525.0,940.6,584.4,1,1,2024-07
1005751,2024-07-03,Office Supplies,West,Supplier B,WH-East,Express,22,362.84,3,521.7,21,1,72,5,10955.7,7619.64,3336.06,1,1,2024-07
1005250,2024-07-04,Apparel,East,Supplier A,WH-East,Standard,1,318.86,12,507.71,1,0,78,12,507.71,318.86,188.85,0,1,2024-07
1000589,2024-07-04,Office Supplies,East,Supplier E,WH-South,Standard,9,188.02,5,326.81,7,2,35,4,2287.67,1316.14,971.53,1,1,2024-07
1001900,2024-07-04,Health & Beauty,East,Supplier D,WH-North,Standard,12,115.66,7,198.2,11,1,24,7,2180.2,1272.26,907.94,1,1,2024-07
1002654,2024-07-04,Office Supplies,North,Supplier D,WH-West,Standard,7,183.67,5,216.87,6,1,63,5,1301.22,1102.02,199.2,1,1,2024-07
1003966,2024-07-05,Electronics,East,Supplier D,WH-East,Standard,14,258.3,2,328.82,14,0,38,4,4603.48,3616.2,987.28,0,1,2024-07
1001508,2024-07-05,Home & Kitchen,South,Supplier D,WH-South,Standard,3,403.27,9,491.02,3,0,20,10,1473.06,1209.81,263.25,0,1,2024-07
1005691,2024-07-05,Home & Kitchen,North,Supplier D,WH-South,Standard,11,313.27,17,536.54,11,0,42,17,5901.94,3445.97,2455.97,0,0,2024-07
1000243,2024-07-05,Electronics,West,Supplier A,WH-North,Standard,23,316.45,6,517.2,22,1,54,4,11378.4,6961.9,4416.5,1,1,2024-07
1004448,2024-07-05,Apparel,North,Supplier D,WH-East,Express,18,339.65,2,572.23,16,2,25,1,9155.68,5434.4,3721.28,1,1,2024-07
1005064,2024-07-05,Electronics,North,Supplier E,WH-East,Standard,4,32.5,2,54.47,4,0,30,2,217.88,130.0,87.88,0,1,2024-07
1001351,2024-07-05,Electronics,North,Supplier D,WH-South,Standard,5,21.79,13,25.85,5,0,58,13,129.25,108.95,20.3,0,0,2024-07
1005586,2024-07-05,Electronics,East,Supplier C,WH-West,Express,11,192.27,15,318.9,9,2,35,17,2870.1,1730.43,1139.67,1,0,2024-07
1005463,2024-07-05,Office Supplies,East,Supplier A,WH-West,Express,11,93.14,7,139.23,11,0,57,6,1531.53,1024.54,506.99,0,0,2024-07
1005079,2024-07-05,Office Supplies,South,Supplier A,WH-East,Express,14,429.88,15,538.68,14,0,12,13,7541.52,6018.32,1523.2,0,0,2024-07
1003580,2024-07-06,Apparel,North,Supplier B,WH-South,Express,11,435.09,9,698.69,11,0,35,9,7685.59,4785.99,2899.6,0,0,2024-07
1002706,2024-07-06,Electronics,South,Supplier A,WH-West,Express,17,99.43,2,135.58,16,1,48,1,2169.28,1590.88,578.4,1,1,2024-07
1001449,2024-07-06,Apparel,North,Supplier B,WH-East,Standard,20,177.27,17,252.41,19,1,74,16,4795.79,3368.13,1427.66,1,0,2024-07
1003561,2024-07-06,Health & Beauty,South,Supplier B,WH-West,Standard,17,198.82,9,305.25,16,1,22,9,4884.0,3181.12,1702.88,1,1,2024-07
1002799,2024-07-06,Home & Kitchen,South,Supplier C,WH-North,Standard,16,145.37,3,187.32,14,2,44,4,2622.48,2035.18,587.3,1,1,2024-07
1003596,2024-07-06,Home & Kitchen,South,Supplier E,WH-South,Standard,4,205.26,14,347.56,4,0,33,12,1390.24,821.04,569.2,0,1,2024-07
1003339,2024-07-06,Home & Kitchen,North,Supplier B,WH-West,Standard,6,88.36,7,102.87,5,1,44,9,514.35,441.8,72.55,1,1,2024-07
1002726,2024-07-06,Health & Beauty,West,Supplier A,WH-South,Express,21,301.18,3,368.29,19,2,72,1,6997.51,5722.42,1275.09,1,1,2024-07
1000093,2024-07-06,Electronics,South,Supplier E,WH-North,Standard,14,234.84,9,322.85,12,2,79,9,3874.2,2818.08,1056.12,1,1,2024-07
1005891,2024-07-06,Office Supplies,West,Supplier E,WH-East,Standard,16,117.95,4,135.82,14,2,48,3,1901.48,1651.3,250.18,1,1,2024-07
1005071,2024-07-06,Home & Kitchen,South,Supplier C,WH-West,Same Day,8,165.72,15,243.04,7,1,38,14,1701.28,1160.04,541.24,1,0,2024-07
1004453,2024-07-06,Electronics,West,Supplier A,WH-East,Standard,21,119.18,10,203.99,18,3,61,8,3671.82,2145.24,1526.58,1,1,2024-07
1003782,2024-07-06,Apparel,North,Supplier C,WH-West,Same Day,16,348.07,6,593.95,12,4,45,7,7127.4,4176.84,2950.56,1,0,2024-07
1005907,2024-07-06,Electronics,South,Supplier E,WH-South,Standard,20,124.61,8,173.68,19,1,66,8,3299.92,2367.59,932.33,1,1,2024-07
1004880,2024-07-07,Electronics,South,Supplier D,WH-West,Express,9,368.58,7,548.1,7,2,36,5,3836.7,2580.06,1256.64,1,1,2024-07
1005685,2024-07-07,Office Supplies,South,Supplier B,WH-North,Same Day,23,307.91,8,449.59,23,0,74,10,10340.57,7081.93,3258.64,0,0,2024-07
1004077,2024-07-07,Electronics,East,Supplier B,WH-North,Express,20,143.28,15,181.92,20,0,64,14,3638.4,2865.6,772.8,0,0,2024-07
1000454,2024-07-07,Apparel,West,Supplier E,WH-West,Standard,17,172.85,11,201.73,15,2,42,11,3025.95,2592.75,433.2,1,1,2024-07
1000405,2024-07-08,Apparel,West,Supplier D,WH-North,Express,16,204.29,11,259.52,15,1,41,11,3892.8,3064.35,828.45,1,0,2024-07
1000652,2024-07-08,Office Supplies,South,Supplier C,WH-West,Standard,23,234.21,12,388.72,17,6,18,13,6608.24,3981.57,2626.67,1,0,2024-07
1003024,2024-07-08,Health & Beauty,North,Supplier D,WH-East,Standard,10,359.33,17,520.66,9,1,50,15,4685.94,3233.97,1451.97,1,0,2024-07
1005852,2024-07-08,Apparel,East,Supplier C,WH-West,Express,15,126.88,4,183.59,13,2,12,4,2386.67,1649.44,737.23,1,1,2024-07
1002566,2024-07-08,Home & Kitchen,East,Supplier C,WH-East,Standard,20,253.2,8,320.0,17,3,58,6,5440.0,4304.4,1135.6,1,1,2024-07
1005013,2024-07-08,Office Supplies,North,Supplier A,WH-North,Standard,21,49.7,14,63.17,20,1,48,15,1263.4,994.0,269.4,1,0,2024-07
1005188,2024-07-08,Home & Kitchen,East,Supplier E,WH-North,Standard,18,283.84,13,411.13,16,2,70,15,6578.08,4541.44,2036.64,1,0,2024-07
1005465,2024-07-08,Electronics,South,Supplier D,WH-South,Standard,9,309.78,17,492.94,8,1,10,19,3943.52,2478.24,1465.28,1,0,2024-07
1000174,2024-07-08,Apparel,East,Supplier B,WH-West,Standard,14,342.56,12,474.57,13,1,64,14,6169.41,4453.28,1716.13,1,0,2024-07
1002411,2024-07-08,Office Supplies,East,Supplier D,WH-East,Express,11,212.47,12,290.14,11,0,23,13,3191.54,2337.17,854.37,0,0,2024-07
1000039,2024-07-08,Home & Kitchen,North,Supplier E,WH-West,Standard,8,391.89,3,659.53,7,1,10,5,4616.71,2743.23,1873.48,1,1,2024-07
1000546,2024-07-08,Electronics,East,Supplier E,WH-West,Standard,15,276.99,13,367.79,13,2,24,15,4781.27,3600.87,1180.4,1,0,2024-07
1003223,2024-07-08,Apparel,East,Supplier C,WH-South,Standard,3,256.09,13,402.34,3,0,77,14,1207.02,768.27,438.75,0,0,2024-07
1005383,2024-07-09,Apparel,East,Supplier B,WH-North,Express,1,206.07,13,264.66,1,0,10,13,264.66,206.07,58.59,0,0,2024-07
1003054,2024-07-09,Electronics,North,Supplier B,WH-West,Express,24,94.61,2,160.93,20,4,31,3,3218.6,1892.2,1326.4,1,1,2024-07
1003059,2024-07-09,Home & Kitchen,East,Supplier A,WH-West,Express,15,67.43,5,82.93,15,0,46,7,1243.95,1011.45,232.5,0,0,2024-07
1001615,2024-07-09,Electronics,West,Supplier A,WH-West,Express,24,73.52,2,88.01,22,2,42,1,1936.22,1617.44,318.78,1,1,2024-07
1004868,2024-07-09,Apparel,South,Supplier B,WH-South,Standard,13,115.66,17,189.37,12,1,55,17,2272.44,1387.92,884.52,1,0,2024-07
1004152,2024-07-09,Health & Beauty,North,Supplier C,WH-North,Standard,22,91.86,10,133.99,20,2,18,9,2679.8,1837.2,842.6,1,1,2024-07
1000360,2024-07-09,Electronics,West,Supplier B,WH-South,Standard,3,262.36,8,347.66,3,0,56,8,1042.98,787.08,255.9,0,1,2024-07
1000654,2024-07-09,Health & Beauty,East,Supplier B,WH-North,Standard,5,106.87,8,167.36,4,1,10,8,669.44,427.48,241.96,1,1,2024-07
1005081,2024-07-09,Home & Kitchen,South,Supplier C,WH-East,Standard,13,379.9,16,486.51,13,0,31,16,6324.63,4938.7,1385.93,0,0,2024-07
1005334,2024-07-10,Electronics,West,Supplier A,WH-South,Standard,7,59.95,2,88.59,6,1,55,1,531.54,359.7,171.84,1,1,2024-07
1001669,2024-07-10,Home & Kitchen,East,Supplier C,WH-East,Express,10,62.1,8,91.71,9,1,70,10,825.39,558.9,266.49,1,0,2024-07
1000338,2024-07-10,Apparel,East,Supplier B,WH-South,Express,6,46.32,14,75.08,6,0,75,13,450.48,277.92,172.56,0,0,2024-07
1004986,2024-07-10,Apparel,South,Supplier B,WH-South,Standard,3,141.35,11,164.25,3,0,37,9,492.75,424.05,68.7,0,1,2024-07
1000025,2024-07-10,Home & Kitchen,North,Supplier D,WH-East,Standard,18,315.95,4,543.72,16,2,78,4,8699.52,5055.2,3644.32,1,1,2024-07
1000539,2024-07-10,Apparel,North,Supplier B,WH-East,Express,21,245.0,14,357.51,19,2,53,12,6792.69,4655.0,2137.69,1,0,2024-07
1004189,2024-07-10,Apparel,West,Supplier D,WH-East,Standard,22,181.94,15,286.26,21,1,69,15,6011.46,3820.74,2190.72,1,0,2024-07
1002488,2024-07-10,Office Supplies,North,Supplier E,WH-West,Express,21,430.14,14,681.59,20,1,33,14,13631.8,8602.8,5029.0,1,0,2024-07
1005015,2024-07-10,Health & Beauty,East,Supplier D,WH-North,Standard,3,427.91,9,694.91,3,0,60,8,2084.73,1283.73,801.0,0,1,2024-07
1005210,2024-07-10,Home & Kitchen,East,Supplier E,WH-West,Standard,16,338.85,12,501.97,14,2,26,12,7027.58,4743.9,2283.68,1,1,2024-07
1005344,2024-07-10,Electronics,East,Supplier C,WH-North,Standard,3,402.11,10,538.24,3,0,73,8,1614.72,1206.33,408.39,0,1,2024-07
1000891,2024-07-10,Home & Kitchen,South,Supplier E,WH-East,Same Day,9,129.18,2,167.38,9,0,66,2,1506.42,1162.62,343.8,0,1,2024-07
1005879,2024-07-11,Health & Beauty,East,Supplier C,WH-North,Same Day,22,63.38,9,96.86,21,1,33,7,2034.06,1330.98,703.08,1,0,2024-07
1004032,2024-07-11,Apparel,East,Supplier A,WH-North,Standard,3,448.58,9,583.4,3,0,52,11,1750.2,1345.74,404.46,0,1,2024-07
1004897,2024-07-11,Electronics,East,Supplier D,WH-North,Same Day,19,250.27,8,435.13,18,1,58,9,7832.34,4504.86,3327.48,1,0,2024-07
1002022,2024-07-11,Electronics,North,Supplier E,WH-West,Standard,10,368.71,17,630.66,10,0,26,18,6306.6,3687.1,2619.5,0,0,2024-07
1004615,2024-07-11,Electronics,West,Supplier A,WH-West,Express,15,188.06,10,300.27,14,1,15,11,4203.78,2632.84,1570.94,1,0,2024-07
1004208,2024-07-11,Electronics,North,Supplier B,WH-West,Standard,14,275.17,15,381.56,14,0,28,17,5341.84,3852.38,1489.46,0,0,2024-07
1003363,2024-07-11,Electronics,North,Supplier E,WH-East,Express,10,234.25,2,330.57,10,0,79,3,3305.7,2342.5,963.2,0,1,2024-07
1005527,2024-07-11,Apparel,South,Supplier D,WH-North,Standard,11,116.56,13,195.64,11,0,33,15,2152.04,1282.16,869.88,0,0,2024-07
1001808,2024-07-12,Apparel,West,Supplier B,WH-East,Standard,11,85.31,8,113.05,9,2,29,6,1017.45,767.79,249.66,1,1,2024-07
1003568,2024-07-12,Apparel,North,Supplier B,WH-North,Standard,22,305.68,2,405.49,22,0,71,2,8920.78,6724.96,2195.82,0,1,2024-07
1004655,2024-07-12,Apparel,East,Supplier D,WH-East,Standard,6,103.68,7,157.68,4,2,59,6,630.72,414.72,216.0,1,1,2024-07
1005470,2024-07-12,Apparel,West,Supplier A,WH-South,Express,22,388.22,9,584.91,19,3,18,10,11113.29,7376.18,3737.11,1,0,2024-07
1003535,2024-07-12,Electronics,West,Supplier C,WH-North,Standard,22,332.05,12,390.34,20,2,46,12,7806.8,6641.0,1165.8,1,1,2024-07
1005694,2024-07-12,Apparel,North,Supplier A,WH-West,Standard,8,299.32,15,448.2,8,0,10,15,3585.6,2394.56,1191.04,0,0,2024-07
1000611,2024-07-12,Office Supplies,West,Supplier B,WH-West,Standard,22,61.24,8,70.6,21,1,24,8,1482.6,1286.04,196.56,1,1,2024-07
1000963,2024-07-12,Office Supplies,South,Supplier C,WH-East,Express,13,12.29,6,14.87,10,3,55,8,148.7,122.9,25.8,1,0,2024-07
1001209,2024-07-12,Office Supplies,West,Supplier A,WH-West,Express,22,175.44,8,241.13,19,3,48,8,4581.47,3333.36,1248.11,1,0,2024-07
1003192,2024-07-12,Home & Kitchen,North,Supplier E,WH-West,Standard,17,15.98,11,25.44,15,2,19,12,381.6,239.7,141.9,1,1,2024-07
1004158,2024-07-12,Office Supplies,North,Supplier B,WH-North,Standard,22,169.95,13,282.73,19,3,26,12,5371.87,3229.05,2142.82,1,1,2024-07
1005782,2024-07-12,Electronics,South,Supplier A,WH-South,Express,4,105.92,2,129.07,3,1,48,2,387.21,317.76,69.45,1,1,2024-07
1004589,2024-07-13,Electronics,East,Supplier C,WH-West,Standard,8,237.03,9,392.57,7,1,62,10,2747.99,1659.21,1088.78,1,1,2024-07
1000312,2024-07-13,Apparel,East,Supplier B,WH-South,Express,11,131.2,16,208.97,10,1,33,14,2089.7,1312.0,777.7,1,0,2024-07
1003342,2024-07-13,Apparel,West,Supplier D,WH-South,Standard,4,257.21,9,316.79,4,0,15,7,1267.16,1028.84,238.32,0,1,2024-07
1005729,2024-07-13,Office Supplies,West,Supplier E,WH-West,Standard,23,82.9,11,132.13,19,4,69,11,2510.47,1575.1,935.37,1,1,2024-07
1000826,2024-07-13,Apparel,West,Supplier E,WH-East,Standard,7,296.86,6,370.27,7,0,27,8,2591.89,2078.02,513.87,0,1,2024-07
1000825,2024-07-13,Home & Kitchen,East,Supplier A,WH-East,Express,10,158.38,2,221.9,10,0,45,2,2219.0,1583.8,635.2,0,1,2024-07
1005814,2024-07-13,Office Supplies,East,Supplier A,WH-North,Standard,8,145.67,14,178.24,7,1,23,15,1247.68,1019.69,227.99,1,0,2024-07
1005283,2024-07-13,Home & Kitchen,North,Supplier A,WH-West,Standard,18,214.0,17,317.16,16,2,39,16,5074.56,3424.0,1650.56,1,0,2024-07
1005628,2024-07-13,Health & Beauty,South,Supplier C,WH-North,Express,15,297.16,9,434.15,13,2,76,10,5643.95,3863.08,1780.87,1,0,2024-07
1003828,2024-07-13,Electronics,East,Supplier A,WH-North,Standard,8,313.94,6,501.4,7,1,66,7,3509.8,2197.58,1312.22,1,1,2024-07
1001565,2024-07-13,Office Supplies,North,Supplier C,WH-South,Standard,17,441.44,5,696.7,14,3,16,5,9753.8,6180.16,3573.64,1,1,2024-07
1005727,2024-07-13,Office Supplies,West,Supplier C,WH-North,Express,4,96.4,6,161.71,4,0,59,6,646.84,385.6,261.24,0,0,2024-07
1004763,2024-07-13,Apparel,North,Supplier E,WH-North,Standard,23,134.24,4,182.64,22,1,76,6,4018.08,2953.28,1064.8,1,1,2024-07
1000526,2024-07-14,Office Supplies,West,Supplier A,WH-West,Express,4,234.38,10,315.34,3,1,42,10,946.02,703.14,242.88,1,0,2024-07
1001664,2024-07-14,Electronics,West,Supplier A,WH-East,Express,4,15.94,16,25.76,4,0,78,18,103.04,63.76,39.28,0,0,2024-07
1003360,2024-07-14,Home & Kitchen,West,Supplier A,WH-South,Standard,21,291.97,4,489.29,20,1,27,5,9785.8,5839.4,3946.4,1,1,2024-07
1001074,2024-07-14,Home & Kitchen,South,Supplier E,WH-West,Standard,14,179.73,15,291.24,13,1,61,17,3786.12,2336.49,1449.63,1,0,2024-07
1004494,2024-07-14,Apparel,South,Supplier A,WH-South,Express,22,171.64,14,292.18,19,3,46,14,5551.42,3261.16,2290.26,1,0,2024-07
1002829,2024-07-14,Home & Kitchen,West,Supplier C,WH-South,Standard,21,129.74,16,183.45,18,3,24,18,3302.1,2335.32,966.78,1,0,2024-07
1002322,2024-07-14,Home & Kitchen,East,Supplier B,WH-North,Standard,2,235.3,5,402.3,2,0,64,4,804.6,470.6,334.0,0,1,2024-07
